document_id,text
doc_0029,"[ANAS] A high rank Israeli officer was killed during a clash whith a Hamas [ANAS] Mujahid. The terrorist Israelis chased and killed a young Mujahid [ANAS] using anti-tank missiles. The terrorist zionists cut the Mujahid's [ANAS] body into small pieces to the extend that his body was not recognized. [ANAS] At leat ten houses were destroyed by these atni-tank missiles. If indeed Israeli soldiers killed a ""Hamas Mujahid"" with an anti-tank missile then I'm almost sure that the ""terrorist zionists"" would not have been able to cut up a body which was probably desintegrated by the missile. Stop polluting the net with you fantasies. Tsiel"
doc_0030,"Back in January and February there were several articles (Wash Post, Time...) saying that NASA was ""considering"" the option just as it is now ""considering"" a followup mission 6-12 months after the servicing mission. However, the down time was estimated to be a year+ (servicing, checkout, sceheduling and training another shuttle, orbit verification...) and to be quite expensive. I think it may have been more a mental exercise than a real plan. Don't know. ---------------------------------------------------------------------------- Robert Dempsey (410) 338-1334 STScI/PODPS ""He which hath no stomach for this fight, Let him depart; his passport shall be made, and crowns for convoy put into his purse: We would not die in this man's company that fears his fellowship to die with us."" -Shakespeare"
doc_0031,"I consulted with someone working on an electronic odometer. The design was to use a microprocessor based system to write a somewhat ofuscated pattern into an EEPROM. The idea was to make the circuit difficult to program arbitrary values into the EEPROM. The secondary purpose, acutally the primary purpose from the standpoint of practicality, was to distributed the writes so as to avoid exceeing the maximum number of writes fof the EEPROM being used. The microprocessor also ignored pulses coming from the Hall effect at a rate any higher than 110 MPH so as to make spoofing the reading by bench pulsing at least somewhat undesirable. This was for an automobile that was not expected to ever exceed 110 MPH in operation. The case, of course, might not be the same for your 1993 RX-7! The ECM modules of some cars do indeed store info about conditions under which cars have been operated. Since steering angle and velocity data, etc is available it would not be difficult to collect all sorts of interesting demographic information about the drivers' use of the car. I am not aware of any manufacturer currently trying to enforce warranty restrictions based on reading out use data from the ECM. While it could be a potential invasion of your privacy for manufacturers to have access to data about your driving style, it could also provide valuable information from actual field use conditions to help engineer more appropriate cars. I personally wouldn't mind the dealer collecting my driving demographics as long as it is done in an anonymous fashion."
doc_0032,"GK>I hear that tires for this car can get really expensive. I GK>currently have Goodyear GT+4s that cost the previous owner $500 GK>for four. Try Eagle GAs, wear better, cost less, lose little handling, and are quieter. I'm going to switch to 225s in my next set, with new rims (Fitti Twists) if I can afford 'em by the time my GAs wear out. GK>is a whole new ritual for me with that fangled pedal! Also, I began GK>to wonder how strong that brake really is. (Today, I backed out of GK>parking spot today and started to drive away before I noticed GK>the glowing brake light. Oops.) Mine is strong enough to not let the car move when it's in, even if you're giving it enough gas to normally move it in 1st. You might need a brake adjustment. GK>The driver's power window creaks when closed all the way. The same GK>thing happens in my parents 1989 Mercury Sable. Oddly, all the GK>other windows work smoothly. Watch it closely, the glass actually flexes from the torque in the motor, it seems stronger in the drivers window then the others. GK>I'm liking the interior amenities more and more each day. The GK>cupholders are great. I've found the location (under the armrest in between the seats) to be a pain, but like having them. They moved it into the dash (pop out) in the '91 model year, MUCH better. GK>I really feel like I don't deserve this car. I really can't GK>believe that I could afford it. I got this car ten years GK>ahead of schedule. :-) I did the same thing. Got a black '89 with 65.5k miles on it for $8k in July '92. GK>I've put together the responses to my questions about the cars, as GK>well as other posts with useful information on these cars. I'll be GK>posting this in the form of a FAQ soon. Grabbed it and archived it. Thanks! GK>If anyone is interested in starting a mailing list, please speak up! GK>I don't know if I have the resources here at Purdue to start one, but GK>maybe someone out there does. I'll be starting one this summer, one way or the other (current software I use dosen't support mailing lists, but is on the RSN list - if not, I'm going to upgrade to another package that DOES have it), that is, if nobody else beats me to it. Will make an announcement here when it goes up."
doc_0033,"What gives Isreal the right to keep Jeruseleum? It is the home of the muslim a s well as jewish religion, among others. Heck, nobody ever mentions what Yitza k Shamir did forty or fifty years ago which is terrorize westerners much in the way Abdul Nidal does today. Seems Isrealis are nowhere above Arabs, so theref ore they have a right to Jerusaleum as much as Isreal does."
doc_0034,"I was on vacation all last week and didn't see any news at all. Could somebody fill me in on how St. Louis ended up with Mark Whiten in a trade? Who did we give up Arocha, Allen Watson, Dmitri Young, or did Dal make a decent deal? :"
doc_0035,"Hi, What presentation package would you recommend for a Bible teacher? I've checked out Harwards Graphics for Windows. I think its more suitable for sales people than for preachers or Bible teachers to present an outline of a message. I'm looking for one that: * is great for overhead projector slides. * has or imports clip arts * works with Word for Windows or imports Word for Windows files. * works with inkjet printers If you know of any that meets part or all of the above, please let me know. Please email your response as I don't keep up with the newsgroup."
doc_0036,"Henry, if I read you correctly, you may be asking ""If I put a blackbody in interstellar space ('disregarding the Sun and nearby large warm objects'), what termperature will it reach in thermal equilibrium with the ambient radiation field?"" If that's the case, let me point out that interstellar dust and molecules provide many instances of things that are, well, not-too-far from being blackbodies. Many different observations, including IRAS and COBE, have determined that interstellar dust grain temperatures can range from 40K to 150K. You might look in a conference proceedings ""Interstellar Processes"", ed. D. J. Hollenbach and H. A. Thronson, Jr., published in 1987. Try the articles by Tielens et al., Seab, and Black. Inside the disk of the galaxy, the temperature varies quite a bit from place to place (how close are you to the nearest OB association, I would guess). Outside the galaxy, of course, things aren't so varied. I hope this is what you were looking for...."
doc_0037,"----------------------------Original message---------------------------- D""SB Mincha, Tish(a Yamim La(Omer, Yom Chamishi, Y""D b'Nisan ThShN""G; Universita Varsha b'Varsha, Galut HaMara Meod. SHALOM ALL! Those of You visiting The Ghetto City these days might be interested in the following events timetable (abridged): 19:00, Fri., 16th April, '93: Kabbalat Shabbat service at the Nozyk Shul (6 Twarda Street, Warsaw -- a 10 mins' walk from the Palace of Science & Culture: the tallest building in the city's centre, & the same distance from the Central Railway Station). 09:30, Sat., 17th April, "" : Shacharit L'Shabbat service, Nozyk Shul. 11:30, Sun., 18th April, "" : The Fallen Ones Memorial service, Nozyk Shul. 13:00, Sun., 18th April, "" : Memorial Ceremony at the Jewish Cemetery (Okopowa Street, Warsaw). 18:00, Sun., 18th April, "" : Official Arts Programme at the Congress Hall (a building adjacent to the Palace of Science & Culture, which -- like the Shul -- is located a quarter's walk from most of downtown hotels: Bristol, Forum, Victoria, Europejski, Holiday Inn, Marriott). 12:00, Mon., 19th April, "" : Laying of Wreaths at the Ghetto Heros Monument."
doc_0038,That is great to hear I just may have to take a raod trip to Milwakee this year and see that again. Last time I saw Bernie Brewer was at the age of 10 and I am now 21 thanks for this post. Good to Bill is getting better form the limited coverage we get here in Iowa I know that this will be a great season for the BREW CREW!!
doc_0039,"Actually, the reboost will probably be done last, so that there is a fuel reserve during the EVAs (in case they have to chase down an adrift astronaut or something like that). But yes, you've got the idea -- the reboost is done by taking the whole shuttle up. Somebody has to build that thruster module; it's not an off-the-shelf item. Nor is it a trivial piece of hardware, since it has to include attitude control (HST's own is not strong enough to compensate for things like thruster imbalance), guidance (there is no provision to feed gyro data from HST's own gyros to an external device), and separation (you don't want it left attached afterward, if only to avoid possible contamination after the telescope lid is opened again). You also get to worry about whether the lid is going to open after the reboost is done and HST is inaccessible to the shuttle (the lid stays closed for the duration of all of this to prevent mirror contamination from thrusters and the like). The original plan was to use the Orbital Maneuvering Vehicle to do the reboost. The OMV was planned to be a sort of small space tug, well suited to precisely this sort of job. Unfortunately, it was costing a lot to develop and the list of definitely-known applications was relatively short, so it got cancelled."
doc_0040,"Anyone who thinks being gay and Christianity are not compatible should check out Dignity, Integrity, More Light Presbyterian churches, Affirmation, MCC churches, etc. Meet some gay Christians, find out who they are, pray with them, discuss scripture with them, and only *then* form your opinion. --"
doc_0041,"Wouldn't bother me. I'd laugh. It wouldn't work -- the surface of the Moon is *already* pretty dark, and the contrast would be so poor you couldn't possibly see it. The only reason the Moon looks bright is that it's in bright sunlight against an otherwise-dark sky. Evidently Heinlein didn't know that..."
doc_0042,"For Sale: Fitted car cover specifically for '91',92,'93 MR-2. Top of the line Evolution-3 [TM] fabric. Used for less than 6 months. The cover is in excellent condition-no rips, cuts, stains or other blemishes. It has grommets for a locking cable. The color is silver. Price: $90 f.o.b. will ship collect please contact wchutt@monsanto.com or phone at"
doc_0043,"UPI, and the newspapers who are reporting this being all owned by Saudis I wonder how secure they are feeling by reporting all of these things, maybe Saudi Arabia is allowed to have all the human rights violations it can have, nobody is including them in any list,.. those are designed for independent states. why is this reported from Cairo? ..... Can somebody teach this man some logic? what is the relationship between a human rights league in Saudia and human rights in Bosnia, I guess if we wanted to know what is in Italy, we should know what is in Brasil (Syrian Joke) their claim of following Islamic law is the biggest disservice that they ever did to Islam. ... But how about human rights in Egypt Mr Amin?"
doc_0044,"April 24th is approaching, and Armenians around the world are getting ready to remember the massacres of their family members by the Turkish government between 1915 and 1920. At least 1.5 Million Armenians perished during that period, and it is important to note that those who deny that this event ever took place, either supported the policy of 1915 to exterminate the Armenians, or, as we have painfully witnessed in Azerbaijan, would like to see it happen again... Thank you for taking the time to read this post."
doc_0045,"Desiree Bradley (Desiree_Bradley@mindlink.bc.ca) asked us whether we should think of the Serbs as doing God's work in Bosnia. I've refrained from posting, in hope that someone who is more familiar with the OT than I would answer. But at this point I feel I have to say something. Many things about this posting bother me. I know of not the slightest suggestion in the NT that Christians should use force to propagate the Gospel, and the idea that we should not be concerned about the death of Moslems violates the heart of the Gospel. Christ died to break down these distinctions. In him there is neither Jew nor Greek, there is neither slave nor free, there is neither male nor female. If Moslems do not know him, we may preach to them, but we don't kill them. Furthermore, the attack is between states, not religions. There are Christians being attacked as well. One of the towns under attack is one of the few places where Christians and Moslems are living together peacefully. The precedents being suggested are from the OT. There are in fact two different things being alluded to. The first is from the entry into Canaan. For that to be a parallel, we would need for God to have promised this land through a prophet. And we would need the war to be a holy war. There were tight constraints on behavior in those attacks. Any violations were likely to cause the Israelites to be defeated. Rape would not have been tolerated. While the accounts in Joshua emphasize towns that were totally destroyed, note that it was possible for a town to make peace with the Israelites, and that once that was done -- even when deception was involved -- they were expected to honor it. In contrast, there have been many violations of agreement in this incident. I see no evidence that God has granted Bosnia to the Serbs as a promised land, and if he had, their behavior would have disqualified this from being a holy war. The other OT parallel is from later, when Israel was defeated by Assyria and Babylonia. The prophets saw this as a judgement on Israel for her sins. Someone asks whether we shouldn't see this as a judgement on the Bosnians for their sins. This sounds like a replay of the old claim that we shouldn't have doctors or hospitals because illness is God's judgement. Yes, even bad things may be used by God for good. That includes actions of bad people. But that doesn't justify them. If you read the prophets, you find them very clear that in attacking Israel, the Assyrians and Babylonians were acting as *unintentional* agents of God. Their intent was to attack God's people, and they would be judged for it. The fact that they were actually carrying out God's plan didn't excuse their action. Furthermore, we shouldn't conclude from this that all attacks are judgements from God. God explicitly interpreted that case, through his prophets. As far as I know, he did not send any prophets to Bosnia. While I find it hard to see any good in the current fighting, I am sure God will eventually make good come out of bad. But that doesn't justify it, and it won't save the people who are doing it from judgement."
doc_0046,"Are you trying to say that there were no massacres in Deir Yassin or in Sabra and Shatila? If so then let me tell you some good jokes: There is not and was not any such thing like jewish killing in WWII Palestinians just did what Davidians did for fourty years and more. In fact no one was killed in any war at any time or any place. People die that is all. No one gets killed. Maybe also vietamiese didn't die in Vietnam war killed by american napalm they were just pyromaniacs and that's all. Maybe jews just liked gas chambers and no one forced them to get in there.they may be thought it was like snifing cocaine. No? What do you think of this ? Isn't it stupid to say so? Well it is as stupid as what you said .Next time you want to lie do it intelligently. Sincerely yours. Hassan Arab civilians did die at Dir yassin. But there was no massacre. First of all, the village housed many *armed* troops. Secondly, the Irgun and Stern fighters had absolutely no intentions of killing civilians. The village was attacked only for its military significance. In fact, a warning was given to the occupants of the village to leave before the attack was to begin. By all rational standards, Dir Yassin was not a massacre. The killing was unintentional. The village housed Arab snipers and Arab troops. Thus it was attacked for its military significance. It was not attacked with intentions of killing any civilians. To even compare Dir Yassin, in which some 120 or so Arabs died, to the Holocaust is absurd. The Irgun did not want to kill any civilians. The village had almost 1000 inhabitants, most of whom survived."
doc_0047,"Apologies... Your mail is probably in the pile that arrived just before I got sick about a month ago... A reply will appear eventually... So far, there have been none (unless you count an interview in The Amateur Computerist about the history of netnews, which may be disqualified because TAC's budget doesn't run to reproducing photos...)."
doc_0048,"[much of the excellent post deleted for space -- TjL] )->With all the suffering and persecution that it meant to be a believer, it )->would be quite probable that at least one of those in the supposed conspiracy )->would come forward and confess that the whole thing was a big hoax. Yet )->not one did. It seems rather reasonable that the disciples did not make )->up the resurrection but sincerely believed that Jesus had actually risen )->from the dead; especially in light of the sufferings that came upon those )->who believed. I was at the ""Jubilee"" conference this year in Pittsburgh PA, and the speaker there spoke of this as well. He talked about many of the same things you mentioned in your post, but here he went into a little more detail. I'll paraphrase as best I can: ""Suppose you were part of the `Christian consipracy' which was going to tell people that Christ had risen. Never mind the stoning, the being burned alive, the possible crucifixion ... let's just talk about a scourging. The whip that would be used would have broken pottery, metal, bone, and anything else that they could find attached to it. You would be stood facing a wall, with nothing to protect you. ""When the whip hit you the first time, it would tear the flesh off you with instant incredibly intense pain. You would think to yourself `All this for a lie?' The second hit would drop you to your knees, you would scream out in agony that your raw back was being torn at again. You would say to yourself: `All this for a lie?' And you had 37 more coming. ""At the third hit you would scream out that it was all a lie, beg for them to stop, and tell them that you would swear on your life that it had all been a lie, if they would only stop...."" It is amazing enough that those who believed kept their faith under such torture.... but for a lie? There is no one fool enough to do that.... And no one came forward. Excellent post John, thanks for taking the time."
doc_0049,"This comes up periodically, and I just don't get it. Take, for example, Mark McGwire. He walked 90 times in 1993. If that's not a potential great example of what you're talking about then I don't know what is. Now let's look at what happens when McGwire doesn't walk: 75% of the time he made an out. 10% of the time he hit a single. 5% of the time he hit a double. 10% of the time he hit a homer. Now, you're pitching against McGwire. Would you trade 20 walks for 2 homers, 1 double, 2 singles, and 15 outs? I would. Why give him the base when you can get him out 3 times out of 4? Then there are guys like Alex Cole, who has a career .363 OBP even though he's never had a batting average over .300 (he did hit .300 in 227 AB in 1990) or hit a single home run. Yep, that's right, he's *never* hit a homer in 916 AB's through the end of 1992. Who'd be afraid to throw a strike to him? Mike Jones | AIX High-End Development | mjones@donald.aix.kingston.ibm.com"
doc_0050,"jwindley@cheap.cs.utah.edu (Jay Windley) writes... [...] This is curious. I read in _EH_... ""The Lord imparted the gift of knowledge to James the Just, to John and Peter after his resurrection, these delivered it to the rest of the apostles, and they to the seventy, of whom Barnabas was one."" --- Eusebius, _Ecclesiastical History_ It seems that the Lord imparted the gift of knowledge, not that the Lord imparted secret information. [...] I'm afraid that I cannot find this portrayal in _EH_. I don't see anywhere in 3:32:7-8 where Eusebius mentions that certain gnostics had the wrong gnosis. The closest is when Eusebius summarizes Hegesippus' statements, ""...whilst if there were any at all, that attempted to pervert the sound doctrine of the saving gospel, they were yet skulking in dark retreats..."" ""Favorably interpreted?"" Just in looking at two of the four references that you gave (I have the _EH_ handy, Irenaeus and the _Clemetine Recognitions_ I will have to look for) I see no room for such 'interpretations.' And any such 'interpretation' still falls short of an equivalence to the Temple Ceremonies. The links for Jay's using _EH_ for support are: ""imparting the gift of knowledge"" = ""imparted secret information"" = ""being given secret signs and tokens to gain entrance to heaven."" But there is not enough equivalence between the the ideas for us to be able to call this ""favorable interpretation."" It appears to be closer to ""fabrication."""
doc_0051,"Being wierd again, so be warned: Is there a plan to put a satellite around each planet in the solar system to keep watch? I help it better to ask questions before I spout an opinion. How about a mission (unmanned) to Pluto to stay in orbit and record things around and near and on Pluto.. I know it is a strange idea, but why not?? It could do some scanning of not only Pluto, but also of the solar system, objects near and aaroundpluto, as well as SETI and looking at the galaxy without having much of the solar system to worry about.."
doc_0052,"I'm from Dallas, and you have alot of nerve saying that WFAN has a bunch of Hoodlum Mets fans. During the football season, the local cowboy station here had the WIP on several times for simultanious broadcasts. I have never heard a bigger bunch of low intellect, bed wetting ,obnoxious, woofing, cranial deformed, assholes in my entire life! The IQ of the average eagles fan must be in the 10-15 range at best, and they have been known to be big droolers. (Please no flames) ... <let's see if it works for me Bob> ;-)"
doc_0053,"Please note that God commanded Adam to work before the fall: ""The LORD God took the man and put him in the Garden of Eden to work it and take care of it."" (Gen 2:15, NIV). Work was God's design from the beginning. -- Ken"
doc_0054,"Last year Brein Taylor was in A ball, probably at Tampa in the Florida State League. I believe he began this year in AA which is Albany. Hopefully George won't rush him and he'll be allowed to progress at his own rate to AAA and then to the Bronx. This guy is the real thing."
doc_0055,I'd guess this was a garbled report of the NERVA effort to develop a solid-core fission rocket (the most mundane type of nuclear rocket). That was the only advanced-propulsion project that was done on a large enough scale to be likely to attract news attention. It *could* be any number of things -- the description given is awfully vague -- but I'd put a small bet on NERVA.
doc_0056,Anyone have figures or pointers to references about how fast/much car prices have gone up in the last decade?
doc_0057,"2 simple reasons: (1) Batting Williams ahead of Bonds will create a Left(Clark), Right(Williams), Left(Bonds) situation in the middle of the batting order. This makes it tougher for opposing manager to change pitchers. (2) Having Bonds batting behind Williams means that Matt will get more good pitches to hit. This is important since he struggles so much with breaking balls. Opposing pitchers don't want to walk Williams to get to Bonds."
doc_0058,"QUESTION: what's your experience with car wash wax? This is the liquid type of wax in bottles that you pour it in water, sponge it on you car, hose it off, and dry it with cloth. Many people have used it. It is very easy to work with and gives seeminly the same visual results as that of paste type of wax. But, does it last long? Does it have any negative effects to car paint? Can you forward your reply directly to my email id? Thanks."
doc_0059,"Andy Beyer has claimed that the Israeli Press is a bit biased. But the fact is that there are events shaping the politics of the mideast that people who do not read the Israeli press simply know nothing about. Many of these events are not even mentioned here. I read the Israeli press to learn of important events about which you know nothing, because of your total reliance on western media for your information on Israel. Since I read both American media and Israeli media, I can say with absolute certainty that anybody who reliesx exclusively on the American press for knowledge about Israel does not have a true picture of what is going on."
doc_0060,"Ah, yes, the big chunks down in the sump. The solution is simple. Sort of like the advice my Aunt always gave -- never scratch your ear with anything except your elbow."
doc_0061,"my $.02 - Yes and No. I do not believe the above scenario is not possible. Either they are believing and living (in at least some part) led by God, else they are not. Believing (intellectually, but waiting(?)) is not enough. Especially important to remember is that no one can judge whether you are so committed, nor can you judge someone else. I guess the closest we can come to know someone's situation is listening to their own statements. This can be fallible, as is our sense of communion one with another. Regarding this passage, we need to remember that this is a letter to a church (at Laodicea), people who are Of the Body of Christ. (Rev.3:14-16) He talks about their works. A translation could say that he says their lack of concern makes him sick (to the point of throwing up). Right, saving is by faith alone, except that faith does not come alone, if you catch the two meanings. I can offer the explanation that Jesus would that we were either ""on fire for Him"" or so cold we knew we were not in His will and thus could be made aware of our separation. This is admonishment for His children, not eternal damnation."
doc_0062,"There is a fine line between ""getting players' input"" and ""knuckling under to players' demands."" A manager, much like a military officer, needs to have his (her) players' complete obedience and respect during a game. After the game, it's no big deal, but when there is no time to do more than react, players must trust the manager or the team often falls apart (see: Boston Red Sox, ff. :) ) Strawberry's demeanor as represented by the media, often sounds like demands. I suspect that a comment like ""I enjoy hitting fourth; I'm used to it"" would get pretty brutally misinterpreted by the media if it came from Strawberry. Russ Porter quoted Strawberry as saying, ""I feel more comfortable hitting cleanup and I think I perform best in that role."" (Paraphrased by my memory and bias.) That seems like a fairly non-petulant answer to what was almost certainly a question like, ""How do you feel about being moved to the third spot in the order?"" A more media-sensitive player might answer ""The manager knows what he is doing. If he thinks that batting me third will help the team, then I am all for it."" We'd ignore that answer as brown stuff, so it seems a little bit of an overreaction to brand Darryl's response as petulant. Personally, I think his argument is nonsense and that it really doesn't matter much in which order the #2-5 players in the order are batted, except for personal stats. If I were Darryl, I'd probably answer that question, ""The number four spot gets a few more RBI opportunities and I get paid for RBIs. I think it is best for me to bat fourth, but I am willing to hit third if Tommy thinks it will benefit the team."" or something like that. It would be helpful at salary time--my RBIs were down because I was hitting third--and make him sound like a ""team"" player. Since Strawberry will not likely go through arbitration, but use the free agent market for his next contract, maybe that argument is useless, but it would help his image with the media without appearing to be totally content-free."
doc_0063,"[referring to Mary] I have quite a problem with the idea that Mary never committed a sin. Was Mary fully human? If it is possible for God to miraculously make a person free of original sin, and free of committing sin their whole life, then what is the purpose of the Incarnation of Jesus? Why can't God just repeat the miracle done for Mary to make all the rest of us sinless, without the need for repentance and salvation and all that? I don't particularly object to the idea of the assumption, or the perpetual virginity (both of which I regard as Catholic dogma about which I will agree to disagree with my Catholic brothers and sisters in Christ), and I even believe in the virgin birth of Jesus, but this concept of Mary's sinlessness seems to me to be at odds with the rest of Christian doctrine as I understand it."
doc_0064,"DeSoto's first year of manufacture was 1928, so this may indeed have been an export special, as left hand controls were standard here by then."
doc_0065,"Could be. There is a Jayson Stark that writes weekly for some press syndicate and also for Baseball America. Stark has done this sort of thing, but he has never been serious about it. He usually states that this sort of projection is useless at the top of such columns. I think he did it one season and some manager was ""projected"" to be thrown out of 60 games and some hitter could expect to be plunked 150 times. Stark does some really funny stuff. His weekly baseball reviews are good collections of strange things that happened during the previous week. He also regularly prints Kinerisms."
doc_0066,"Yeah, People act really shocked about violence, as though it were new to our species... What about the holocaust? The crusades? The Salem witch trials? The religious persecutions of the middle-ages? What about violent acts carried out in the name of religion all over the world? What about the early Christians put to death by the Romans? The Jews persecuted by Christians? There are a lot more humans today than there have ever been. I do not know the stats, but there are far more people on the planet than there were 2 or 3 hundred years ago! The per capita acts of violence are probably not significantly different than they were a hundred or a thousand years ago! There is nothing new about violence."
doc_0067,"My recollection of History/Documentary books is slitely different. It is my understanding that Croats were allies of Germany during WWII, while Serbs had sided with Russia. As a result Serbs did take a beating from Croats (NOT Bosnian Moslems) while Germany had the upper hand. Even today, Russians consider/call Serbs as their Slovac brothers. This is one of the issues involved in the U.N.'s lack of active intervention against Serbs. As for the Bosnian Moslems, I have not heard of any alliance with Germany or Russia in recent history. Therefore, I am curious if they did or were able to treat other parties in this conflict with same brutallity (as they are getting it today) in the past history."
doc_0068,"Congratulations also are due to the Hamas activists who blew up the World Trade Center, no? After all, with every American that they put in the grave they are underlining the USA's bankrupt imperialist policies. Go HAmas! Blah blah blah blah blah Brad, you are only asking that that violence that you love so much come back to haunt you..............."
doc_0069,"There were a great many Germans, Poles and others who did not sympathize with the victims of the Holocaust but instead participated with enthusiasm in the killing. The Holocaust wasn't a massacre, it wasn't even killing for sport; it was an entire Industry of Death. German engineers, architects technicians and bureaucrats proudly put their best efforts into as efficient and methodical a Killing Machine as they could devise and operate. And it certainly was something extraordinary. Please don't bleat to us about how the Nazis suffered from the Holocaust. All Jews suffered during WWII [...] was ""correct"" him with: All humans suffered [...] So what WERE you implying? Are we supposed to thank you for your generosity? Or should we be pleased with your minimal common sense? Why is it that when someone writes something simple like ""All Jews sufffered during WWII"" that YOU feel the burning need to add commentary? Regardless of what people write, you keep trying to twist things into what YOU want to hear. People with similar tendencies in more extreme form are sometimes called Historical Revisionists. Is this something that you aspire to?"
doc_0070,"May I suggest the book: ""Ethics"" by Dr. Norm Geisler, of Dallas Theological Seminary. In it, he goes over all the arguments pro and con and in-between, and comes up with a very reasonable answer. If I have time, and there is enough interest, I may post his position. Jon Noring -- Charter Member --->>> INFJ Club."
doc_0071,"Sorry, but *neither* 'dictates' the cost. It's a negotiation. Whether it's up front at a honda dealership in an all out dickering war, or more removed on a larger economic scale (ie, if saturn can't sell at it's price, the price drops, or the company stops building them), it remains a negotiated value controlled by market forces. To think that the consumer controls price is ludicrous. If the consumer controled price, then cars would be *free*...And no one would build cars. Regards, Charles"
doc_0072,"[DG] THE U.S. HOLOCAUST MEMORIAL MUSEUM: A COSTLY AND DANGEROUS MISTAKE [DG] by Theodore J. O'Keefe [DG] HARD BY THE WASHINGTON MONUMENT, within clear view of the Jefferson [DG] Memorial, an easy stroll down the Mall to the majestic Lincoln Memorial, [DG] has arisen, on some of the most hallowed territory of the United States of [DG] America, a costly and dangerous mistake. On ground where no monument yet [DG] marks countless sacrifices and unheralded achievements of Americans of all [DG] races and creeds in the building and defense of this nation, sits today a [DG] massive and costly edifice, devoted above all to a contentious and false [DG] version of the ordeal in Europe during World War II, of non-American [DG] members of a minority, sectarian group. Now, in the deceptive guise of [DG] tolerance, the United States Holocaust Memorial Museum begins a propaganda [DG] campaign, financed through the unwitting largess of the American taxpayer, [DG] in the interests of Israel and its adherents in America. [JAKE] After reading the first paragraph, a quick scan confirmed my first [JAKE] impression: this is a bunch of revisionist and anti-semitic hogwash. Jake, I'm really disappointed in you. It took you a whole paragraph to see that it was ""bunch of revisionist and anti-semitic hogwash"". :-) The article title ""THE U.S. HOLOCAUST MEMORIAL MUSEUM: A COSTLY AND DANGEROUS MISTAKE"" should have been enough! :-) Tsiel"
doc_0073,"Davis will be paid by three clubs this year, I think the Phils are responsbible for about $600,000 or so. They didn't wait for him to clear waivers as three other clubs were also very interested in him. A gamble? Yes. Won the CY Young, too, for that year."
doc_0074,"seanna@bnr.ca (Seanna (S.M.) Watson) asks: > What is the objection to celebration of Easter? The objection naturally is in the way in which you phrase it. Easter (or Eashtar or Ishtar or Ishtarti or other spellings) is the pagan whore goddess of fertility. Therefore, your question to me is ""what is the objection to celebration of the pagan whore goddess?"" When phrased that way I suspect (or at least I would HOPE) that it becomes immeadiately apparent what my objection to ""celebrating"" her would be. > It is celebration of the resurrection of Jesus. No, you are thinking perhaps of ""Ressurection Sunday"" I think. (Though I'm not too crazy about the word ""Sunday"", but I certainly like this phrasing much better than envoking the name of the whore goddess.) For that matter, stay Biblical and call it Omar Rasheet (The Feast of First Fruits). Torah commands that this be observed on the day following the Sabbath of Passover week. (Sunday by any other name in modern parlance.) Why is there so much objection to observing the Resurrection on the 1st day of the week on which it actually occured? Why jump it all over the calendar the way Easter does? Why not just go with the Sunday following Passover the way the Bible has it? Why seek after unbiblical methods? > I don't recall a command in Scripture for us to celebrate > the resurrection, but it is the sole and only reason that > we are Christians--how could we not celebrate it? So what does this question have to do with Easter (the whore goddess)? I am all for celebrating the Resurrection. Just keep that whore out of the discussion. > If it is only the name which is a problem, I suggest that if > we are too concerned about etymology, there are a lot of > words we are going to have to drop. (As an aside, some > terminally PC people here in Ottawa want dictionaries to be > altered so that there are no negative definitions associated > with the word _black_, so as not to offend people of colour. Yes, I have heard of your newspapers speaking of the need to repave streets with ""Afro-Canadiantop"". <grin> (I still think ""blacktop"" sounds better though.) > As a short person, I hope they will also remove the definition > ""curt or surly"" associated with my physical description.) Fine by me. And while we are at it, the left-handed people are both ""sinister"" and ""gauche"" so we probably will have some objections from that quarter as well. > In Quebec French, the word for the celebration of the > resurrection is ""Pa^ques""--this is etymologically related > to Pesach (Passover) and the pascal lamb. So is the > French Canadian (mostly Roman Catholic) celebration better > because it uses the right name? Yes, that sounds much better to me. Is there anyone out there would thinks that phrasing sounds worse? > So from this I infer that there are different rules for > Christians of Jewish descent? What happened to ""there is > neither Jew nor Greek, slave nor free, male nor female, for > all are one in Christ Jesus""? Read the letter to Philemon. Now tell me, was Philemon's ""slave"" returned to him? Were there different rules upon the slave than upon Philemon? How about male and female? Are there different ""rules"" that apply to them as well? Or if there is no more ""male and female"" can Adam and Steve get married to each other in your congregation? Yes, there are differences in form and function. But the way we come to Salvation in Messiah remains the same no matter what our position in life. --------------------------------------- [I am in general not in favor of continuing this discussion, as it seems repetitive, but this particular point is one that I believe is new -- the objection is not to having a holiday but to its name. I'd like to suggest that people think very carefully about this argument. Words often change their meaning over time. The days of the week are of course originally based on pagan gods. Some Christians prefer to refer to ""first day"", ""second day"", etc. However the majority of Christians have not been persuaded. The question seems to be whether it makes any difference what the dictionary shows as the derivation of a word, if what people mean by it and think when they use it is different. Indeed I'd like to suggest that postings like this could themselves be dangerous. Suppose people in general use Easter to mean the celebration of Christ's resurrection. Postings trying to convince them that they really mean a celebration in honor of some godess run the risk of creating exactly the situation that they claim to oppose. They are doing their best to *create* a linkage in people's minds between their celebration and the pagan goddess. It's not clear that this is a healthy thing."
